stock,model,har_beta_0,har_beta_1,har_beta_2,har_beta_3,calib_a,calib_b,converged,persistence,median_sigma,har_pooled_beta_0,har_pooled_beta_1,har_pooled_beta_2,har_pooled_beta_3
SH600999,har,0.12454445526202526,0.33373284474622533,0.44577726005890456,-0.4020227360323308,,,,,,,,,
SH600999,har_x,,,,,,,,,,,,,
SH600999,ewma,,,,,-1.187742761683247,0.7477695081886707,True,,,,,,
SH600999,garch,,,,,-0.8876999556621012,0.8350509248760158,True,0.9976946533527415,0.019774758792250293,,,,
SH600999,egarch,,,,,-0.9087447222928756,0.8310761979877966,True,0.9961866791517865,0.019811126971541623,,,,
SH601006,naive,,,,,,,,,,,,,
SH601006,har,0.16202150962321493,0.4229603909736113,0.30462382218504414,-0.4945462815259575,,,,,,,,,
SH601006,har_x,,,,,,,,,,,,,
SH601006,ewma,,,,,-0.9832020252446019,0.8153605131467939,True,,,,,,
SH601006,garch,,,,,-0.38501141214044504,0.966334189350535,True,0.98863671267408,0.012729494338007906,,,,
SH601006,egarch,,,,,-0.3052893497221858,0.9863146335956604,True,0.9828474436549854,0.013055323422685271,,,,
SH601009,naive,,,,,,,,,,,,,
SH601009,har,0.15588161074588786,0.3137542380362374,0.40542784457686304,-0.5420853253191985,,,,,,,,,
SH601009,har_x,,,,,,,,,,,,,
SH601009,ewma,,,,,-1.1147963431139212,0.7893684568917791,True,,,,,,
SH601009,garch,,,,,-0.7849680136718439,0.8770379989970403,True,0.9951284611731387,0.016031765377578246,,,,
SH601009,egarch,,,,,-0.8604635993570133,0.8577411964754841,True,0.9986102649623535,0.016157375333466402,,,,
SH601111,naive,,,,,,,,,,,,,
SH601111,har,0.1473532043883639,0.4403372479447272,0.26466593229194385,-0.5813469471898209,,,,,,,,,
