stock,model,har_beta_0,har_beta_1,har_beta_2,har_beta_3,calib_a,calib_b,converged,persistence,median_sigma,error,har_pooled_beta_0,har_pooled_beta_1,har_pooled_beta_2,har_pooled_beta_3
SH600157,garch,,,,,-1.2765299620009587,0.7508148400869588,True,0.9633665860888097,0.02436174260815811,,,,,
SH600157,egarch,,,,,-1.2107362743475532,0.7734474905108427,True,0.949564879783188,0.02515104183213441,,,,,
SH600170,naive,,,,,,,,,,,,,,
SH600170,har,0.11182400667559719,0.3758084932424109,0.34980164591822405,-0.6419219378280149,,,,,,,,,,
SH600170,har_x,,,,,,,,,,,,,,
SH600170,ewma,,,,,-0.9316518922171236,0.825033233912775,True,,,,,,,
SH600170,garch,,,,,-0.0725637265051348,1.0770721023859073,True,0.9882128266423507,0.024772903244602015,,,,,
SH600170,egarch,,,,,0.016415223914358148,1.1022504699868296,True,0.9800452428387952,0.02503044595127777,,,,,
SH600177,naive,,,,,,,,,,,,,,
SH600177,har,0.04719653712649621,0.22278215001294183,0.5901937219570363,-0.5616798409019459,,,,,,,,,,
SH600177,har_x,,,,,,,,,,,,,,
SH600177,ewma,,,,,-1.0729939962898467,0.7810377789152777,True,,,,,,,
SH600177,garch,,,,,-0.4679145980778969,0.9531525254919917,True,0.9924533601362843,0.020763026571455883,,,,,
SH600177,egarch,,,,,-0.4308272154082207,0.9646140260438119,True,0.9919943004766072,0.021234493541214285,,,,,
SH600188,naive,,,,,,,,,,,,,,
SH600188,har,0.07471906727424722,0.42812296822525925,0.31865764365580407,-0.6750329584415428,,,,,,,,,,
SH600188,har_x,,,,,,,,,,,,,,
SH600188,ewma,,,,,-0.7085009836181031,0.8701334151648423,True,,,,,,,
SH600188,garch,,,,,0.2641720474863349,1.1597684545484548,True,0.977605817516369,0.028029853499605233,,,,,
SH600188,egarch,,,,,0.2583170454613674,1.1601862208459213,True,0.9741979076067306,0.028166463191379762,,,,,
SH600196,naive,,,,,,,,,,,,,,
SH600196,har,0.0716502086787014,0.3243742736941154,0.44713773026091935,-0.6200907770720038,,,,,,,,,,
SH600196,har_x,,,,,,,,,,,,,,
SH600196,ewma,,,,,-1.0597080806568255,0.7666874039023556,True,,,,,,,
SH600196,garch,,,,,-0.4217833839574974,0.947111155433557,True,0.9900749253261165,0.021957719742242324,,,,,
SH600196,egarch,,,,,-0.5176567098845093,0.922052935558291,True,0.9923395864159285,0.022200501545281654,,,,,
